Sýra;Fransýzca Kelime;Ýsveççe Anlamý;Türkçe Anlamý
200;énumérer;räkna upp;
200;un numérotage;en numrering;
200;numéroter;numrera;
201;publier;ge ut, publicera;yayýmlamak
201;une publication;en publikation;
201;une publicité;"reklam; en annons";
201;publicitaire;reklam-;
202;un instant;ett ögonblick;an, lahza
202;instant;enträgen, angelägen;
202;instantané;ögonblicklig;
202;un instantané;en ögonblicksbild;
202;instantanément;ögonblickligen;
203;pousser;"knuffa; fösa på";itmek
203;repousser;"skjuta tillbaka; avvisa; senarelägga";
203;une poussée;"en knuff, en skjuts; ett utbrott";
203;une pousse;en växt, ett växande;
204;un discours;"ett tal; ett anförande";konuþma, söylev
205;une banque;en bank;banka
205;bancaire;bank-;
205;un banquier;en bankman;
205;banquer;pröjsa;
206;une compagnie;ett sällskap;"þirket; arkadaþlýk"
206;un compagnon;"en kamrat; en följeslagare";
206;une compagne;en (kvinnlig) kamrat, en följeslagare;
207;reposer;vila;dinlenmek
207;un repos;en vila;
208;une opinion;en åsikt;görüþ, fikir
208;opiner;uttala sig;
209;une classe;en klass;sýnýf
209;classer;klassificera;
209;un classement;"en klassificering; en klassning";
209;un reclassement;en omorganisering, en omklassificering;
210;satisfaire;tillfredsställa;tatmin etmek
210;une satisfaction;en tillfredställelse;
210;satisfaisant;tillfredsställande;
210;satisfait;tillfredsställd;
210;insatisfait;otillfredsställd;
210;une insatisfaction;en otillfredsställelse;
211;une intention;en vilja, en avsikt;niyet, irade
211;intentionnel;avsiktlig;
212;une autorité;en auktoritet, en myndighet;otorite, yetki
212;autoritaire;auktoritär;
213;un échange;ett (ut)byte;deðiþim, takas
213;échanger;växla;
214;un feu;"en eld; ett ljus";"ateþ; ýþýk"
215;observer;"observera, iaktta; åtlyda";gözlemlemek
215;une observation;en observation;
215;un observateur;en observatör;
215;observateur;observerande;
215;un observatoire;ett observatorium, en utkiksplats;
216;désigner;beteckna, betyda;belirtmek, ifade etmek
216;une désignation;en beteckning, en utnämning;
217;dépendre;"bero; lyda under";baðlý olmak
217;indépendant;oberoende, självständig;
217;une indépendance;"ett oberoende; en självständighet";
217;une dépendance;ett beroende;
217;dépendant;beroende;
217;indépendamment;oberoende;
217;une interdépendance;ett ömsesidigt beroende;
218;un message;ett meddelande, ett budskap;mesaj
218;un messager;en budbärare;
219;construire;bygga;inþa etmek
219;une construction;"ett byggande; en konstruktion; en byggnad";
219;une reconstruction;en rekonstruktion;
219;un constructeur;en tillverkare;
219;reconstruire;rekonstruera, bygga om;
219;constructif;konstruktiv;
220;une scène;en scen;sahne
220;un scénario;ett filmmanus, ett scenario;
220;un, une scénariste;en (film-)manusförfattare;
221;un secret;en hemlighet;sýr
221;secret;hemlig;
222;un plaisir;ett nöje;zevk, keyif
222;plaire;behaga;
222;plaisanter;skämta;
222;déplaire;misshaga;
222;une plaisanterie;ett skämt;
222;une complaisance;ett tillmötesgående;
222;plaisant;behaglig;
222;complaire;tillmötesgå;
222;complaisant;tillmötesgående;
223;un dossier;"en pärm; en mapp; ett ryggstöd";dosya
223;un dos;en rygg;
223;endosser;ta på sig, ta ansvaret för;
223;adosser;luta, stötta;
223;dorsal;rygg-;
224;nul;"ingen; värdelös";sýfýr, geçersiz
224;nullement;inte alls;
225;une absence;en frånvaro;yokluk, gaiplik
225;absent;frånvarande;
225;un absent;en frånvarande (person);
225;absenter;frånvara;
226;cher;dyr, kär;pahalý, sevgili
226;un chéri;en älskling;
226;un renchérissement;en fördyring, en prisstegring;
226;renchérir;fördyra, bli dyrare;
226;chère;dyr, kär;
227;immédiatement;genast;hemen
227;immédiat;omedelbar;
227;occidental;"västlig; västerländsk";
227;un occidental;en västerlänning;
227;l'occident;västvärlden;
228;révéler;"avslöja; klarlägga";ifþa etmek, ortaya çýkarmak
228;une révélation;ett avslöjande;
228;révélateur;avslöjande;
228;révélé;"avslöjad; klarlagd";
229;couper;skära, såga, klippa (av);kesmek
229;une coupure;"en skåra; ett avbrott";
229;une coupe;"en (ned)skärning, en klippning; en cup; en pokal";
229;découper;"skära i bitar; klippa ur";
229;un découpage;"en utskärning; en uppklippning";
229;recouper;skära (upp) igen;
230;une salle;"en sal; ett rum; en salong";salon, oda
230;un salon;"ett vardagsrum; en salong";
231;une pièce;"ett rum; ett stycke";"oda; parça"
232;une équipe;ett (arbets)lag;takým, ekip
232;un équipement;en utrustning;
232;équiper;utrusta;
232;un équipage;en crew, en besättning;
232;un coéquipier;en (lag)kamrat;
232;un équipier;"en lagmedlem; en besättningsmedlem";
233;une source;en källa;kaynak
234;un crime;ett (grövre) brott;suç (aðýr)
234;criminel;kriminell;
234;un criminel;en brottsling;
234;la criminalité;kriminalitet;
234;incriminer;"anklaga; ifrågasätta";
235;précédent;föregående;önceki
235;un précédent;"ett prejudikat; ett tidigare liknande fall";
235;précéder;"gå före; föregå";
235;précédemment;tidigare;
236;installer;installera;kurmak, monte etmek
236;une installation;en installation;
237;facile;enkel, lätt;kolay
237;facilement;lätt, med lätthet;
237;faciliter;underlätta;
237;une facilité;en lätthet;
238;une impression;"ett intryck, en förnimmelse; en tryckning";izlenim
238;impressionnant;imponerande;
238;impressionner;imponera på;
239;un médecin;en läkare;doktor
239;médical;medicinsk;
239;un médicament;en medicin;
239;la médecine;läkarvetenskap;
240;fédéral;federal;federal
240;une fédération;en federation;
240;une confédération;en konfederation;
240;fédéraliste;federalistisk;
240;le fédéralisme;federalism;
241;la police;polis;polis
241;policier;polis-, polisiär;
241;un policier;en polis;
242;un coût;en kostnad;maliyet
242;coûter;kosta;
242;coûteux;dyr;
243;un contrat;ett kontrakt;sözleþme
243;contracter;"dra ihop sig; ingå (avtal); ådra sig";
243;une contraction;en sammandragning;
243;contractuel;kontrakts-;
243;un contractuel;en kontraktsanställd person;
244;normal;normal;normal
244;normalement;"i vanliga fall; normalt sett";
244;anormal;onormal;
244;une normalisation;en normalisering;
245;une attitude;en hållning, en attityd;tutum, tavýr
246;une faute;ett fel;hata, kusur
247;une série;en serie;seri, dizi
248;direct;direkt;direkt, doðrudan
248;directement;direkt;
248;indirect;indirekt;
248;indirectement;indirekt;
249;une image;en bild;görüntü, resim
249;imaginer;föreställa sig;
249;une imagination;"en fantasi; en inbillning";
249;imaginaire;påhittad;
249;inimaginable;otänkbar;
250;figurer;"avbilda; åskådliggöra";resmetmek
250;une figure;en figur;
250;une configuration;en uppsättning, en layout;
250;défigurer;vanställa;
250;transfigurer;förvandla;
251;pratique;praktisk;pratik
251;une pratique;"en praktik, ett övning; en vana";
251;pratiquer;utöva;
251;pratiquement;i praktiken;
251;un praticien;"en praktiker; en praktiserande läkare";
252;une pression;ett tryck;baský
252;la presse;pressen;
252;presser;"trycka; skynda på";
252;s'empresser de;skynda sig;
252;une compression;"en kompression; en neddragning";
252;pressant;"envis; angelägen";
252;pressé;"ivrig; pressad";
252;un empressement;"en iver; en tjänstvillighet";
253;un accès;"ett tillträde; en åtkomst";eriþim
253;accéder;få tillträde till;
253;accessible;tillgänglig;
253;inaccessible;otillgänglig;
254;un champ;ett fält;alan, tarla
255;un film;en film;film
255;filmer;filma;
256;envisager;planera;planlamak, öngörmek
256;un visage;ett ansikte;
256;envisageable;"tänkbar; möjlig";
256;dévisager;stirra på;
257;une ressource;en resurs;kaynak (imkân)
257;se ressourcer;hämta nya krafter;
258;monter;"stiga; gå (åka, cykla, etc) upp; bära upp";yükselmek, çýkmak
258;remonter;"gå (åka; cykla, etc) upp (igen); pigga upp; bära upp igen";
258;montant;uppåtgående;
258;un montant;ett belopp;
258;surmonter;överkomma;
258;une montée;"ett uppstigande; en uppförsbacke";
258;un montage;"en montering; ett montage";
258;une remontée;"en stigning; en (skid)lift";
258;démonter;ta isär;
258;insurmontable;oöverstiglig;
258;une monture;"ett riddjur; glasögonbågar";
259;promettre;lova;söz vermek
259;une promesse;ett löfte;
259;prometteur;lovande;
259;promis;utlovad;
260;une motion;"en motion; ett förslag";"önerge; hareket"
261;concentrer;koncentrera;yoðunlaþtýrmak
261;une concentration;koncentration;
262;exactement;exakt;tam olarak
262;exact;exakt;
262;une exactitude;"en exakthet; en punktlighet";
262;inexact;"felaktig; ej punktlig";
263;composer;"sätta ihop; komponera";"bestelemek; oluþturmak"
263;une composition;"en sammansättning; en komposition; en uppsats";
263;une composante;en komponent;
263;un composant;en beståndsdel;
263;composant;som är en del av;
263;un compositeur;en kompositör;
263;composite;"sammansatt; komposit-";
263;décomposer;"bryta ner; lösa upp";
263;composé;sammansatt;
263;une décomposition;"en nedbrytning; en upplösning";
263;recomposer;sätta ihop på nytt;
264;un chemin;en väg;yol
264;acheminer;transportera;
264;un acheminement;transport;
264;une cheminée;"en skorsten; en eldstad";
264;un cheminement;"ett förlopp; en gång";
264;cheminer;"vandra; skrida framåt";
264;un cheminot;en järnvägsanställd;
265;une zone;"ett område; en zon";bölge
266;la province;landsorten;taþra
266;provincial;"landsorts-; provins-";
266;un provincial;en landsortsbo;
267;une élection;ett val;seçim
267;élire;"utse; välja";
267;électoral;val-;
267;un électeur;en väljare;
267;élu;vald;
267;un élu;en vald medlem;
267;réélire;återvälja, välja om;
267;l'électorat;väljarkåren;
267;une réélection;ett återval, ett omval;
268;un usage;"ett bruk; en kutym";kullaným, alýþkanlýk
268;un usager;en användare;
269;un conflit;en strid, en konflikt, en tvist;çatýþma, anlaþmazlýk
269;conflictuel;konflikt-, konfliktfylld;
270;une enquête;en undersökning;soruþturma, anket
270;enquêter;undersöka;
270;un enquêteur;en utredare, en undersökningsledare;
271;un espace, une espace;"ett utrymme (nm); en rymd (nf); ett mellanslag (nf)";boþluk, alan
271;spatial;rymd-;
271;un espacement;"en spridning; ett mellanrum";
271;aérospatial;flyg- och rymd-;
272;demain;imorgon;yarýn
272;le lendemain;dagen efter, morgondagen;
273;hier;igår;dün
274;remarquer;lägga märke till;fark etmek
274;une remarque;en anmärkning;
274;remarquable;anmärkningsvärd;
275;un égard;ett avseende;husus, önem
276;supérieur;"överlägsen; över(-)";üstün
276;super;toppen, fantastisk;
276;le super;högoktanig bensin;
276;une supériorité;en överlägsenhet;
277;condamner;"(för)döma;";mahkûm etmek
277;une condamnation;"ett fördömande; en (fällande) dom";
278;capital;huvudsaklig, väsentlig;temel, esas (sermaye)
278;le capital;kapital;
278;une capitale;"en huvudstad; en stor bokstav";
278;le capitalisme;kapitalism;
278;une capitalisation;en kapitalisering;
278;capitaliser;"kapitalisera; spara";
279;une voiture;en bil;araba
280;un agent;"en agent; ett ombud; ett medel";ajan, memur
280;une agence;en byrå, en firma;
280;agencer;"ordna; inrätta";
281;une tâche;en uppgift;görev
281;tâcher;försöka;
282;raconter;berätta;anlatmak
282;un conte;"en saga; en berättelse";
283;honorable;"hedervärd; anständig";saygýdeðer
283;un honneur;en heder;
283;honorer;ära, hedra;
283;déshonorer;"vanära; vanhedra";
283;honoraire;"heders-; honorär";
284;un contact;en kontakt;temas, iletiþim
284;contacter;kontakta;
285;conclure;"dra en slutsats; avsluta";"sonuca varmak; bitirmek"
285;une conclusion;"en slutsats; en avslutning";
285;concluant;"övertygande; avgörande";
286;un fruit;en frukt;meyve
286;fructueux;"fruktsam; lönsam";
286;infructueux;"ofruktbar; fruktlös";
287;un investissement;en investering;yatýrým
287;investir;investera;
287;un investisseur;investerare;
288;insister;"envisas med; insistera";ýsrar etmek
288;une insistance;en enträgenhet;
288;insistant;enträgen;
289;un avantage;"en fördel; en förmån";avantaj, fayda
289;avantageux;"fördelaktig; förmånlig";
289;avantager;gynna;
289;désavantager;missgynna;
289;un désavantage;en nackdel;
290;probablement;troligen;muhtemelen
290;probable;trolig, sannolik;
290;une probabilité;en sannolikhet;
290;improbable;osannolik;
291;un voyage;en resa;seyahat
291;voyager;resa;
291;un voyageur;en resande, en resenär;
292;une marche;"en vandring; ett trappsteg";"yürüyüþ; basamak"
292;marcher;"vandra, gå; fungera";
293;commercial;kommersiell, köp-;ticari
293;un commercial;en försäljare;
293;un commerce;"en handel; en affär; en affärsverksamhet";
293;un commerçant;en köpman, en näringsidkare;
293;une commercialisation;en marknadsföring;
293;commercialiser;marknandsföra;
293;commercer;driva handel;
294;critique;kritisk;eleþtirel
294;un, une critique;en kritiker, en recensent;
294;critiquer;"kritisera; recensera";
295;baisser;"minska; sänka";düþürmek, azaltmak
295;une baisse;"en nedgång; ett prisfall";
295;abaisser;sänka;
295;un abaissement;"en neddragning; en sänkning";
296;une somme, un somme;"en summa (nf); en tupplur (nm)";"toplam; þekerleme"
296;sommer;"summera; anmoda";
297;une culture;"en kultur; en odling; en uppfödning";kültür
297;culturel;kulturell;
298;cacher;gömma;saklamak, gizlemek
298;une cache;ett gömställe;
299;définir;"karakterisera; definiera";tanýmlamak
299;une définition;"en definition; en förklaring";
299;définitif;definitiv;
299;définitivement;definitivt;
299;défini;"bestämd; avgränsad";
299;redéfinir;"omdefiniera; begränsa på nytt";
299;indéfini;"oavagränsad; obestämd";
299;une redéfinition;en omdefiniering;
300;un client;en kund;müþteri
300;une clientèle;en kundkrets;
301;exploiter;"utnyttja; exploatera";sömürmek, iþletmek
301;une exploitation;"ett utnyttjande; en exploatering";
301;un exploit;en bedrift;
301;un exploitant (agricole);en lantbrukare;
302;exposer;ställa ut, förevisa;sergilemek
302;une exposition;en utställning;
302;exposé;utställd;
302;un exposé;ett föredrag;
302;une expo;en utställning;
303;un progrès;ett framsteg;ilerleme
303;progresser;"göra framsteg; skrida fram";
303;progressivement;"gradvis; progressivt";
303;une progression;ett framsteg;
303;progressif;progressiv;
303;un, une progressiste;en framstegsperson;
304;un, une secrétaire;"en sekreterare (nm, nf); en sekretär (nm)";sekreter
304;un secrétariat;"ett sekretariat; en sekreterarbefattning";
305;une mer;ett hav;deniz
306;appuyer;"trycka (på); stödja";bastýrmak, desteklemek
306;un appui;ett stöd;
307;rentrer;gå (åka, köra, etc) hem;eve dönmek
307;une rentrée;"en återkomst; en start";
308;un, une mémoire;"uppsats (nm); memoarer (nm); minne, minnesförmåga (nf)";"tez, hatýra; hafýza"
308;mémorable;minnesvärd;
309;un caractère;"ett kännetecken; ett tecken; en karaktär";karakter
309;caractéristique;kännetecknande, karakteristisk;
309;une caractéristique;ett kännetecken;
309;caractériser;känneteckna, karakterisera;
310;détruire;förstöra;yok etmek
310;destructeur;"förstörande; förödande";
311;civil;"borgerlig; civil";sivil
311;un civil;en civilperson;
311;une civilisation;en civilisation, en kultur;
311;civiliser;civilisera;
311;civique;medborgar-;
312;complexe;komplex;karmaþýk
312;un complexe;ett komplex;
312;une complexité;"en sammansatthet; en komplexitet";
313;un transport;en transport;nakliye, taþýma
313;transporter;transportera;
313;un transporteur;"en transportör; en åkare";
314;une institution;en institution;kurum, kuruluþ
314;un institut;ett institut;
314;institutionnel;"institutionell; anstalts-";
314;instituer;införa;
314;un instituteur;"(före 1989) en låg- och mellanstadielärare, numera ""professeur des écoles"")";
315;échapper;undgå;kaçmak, kurtulmak
315;une échappatoire;"en undanflykt; ett kryphål";
316;une négociation;en förhandling;müzakere
316;négocier;förhandla;
316;un négociateur;en förhandlare;
316;un négociant;en grosshandlare;
316;un négoce;en internationell handel;
316;négociable;"förhandlingsbar; säljbar";
317;franc;uppriktig;samimi, dürüst
317;un franc;"en franc; frank";
317;franchement;ärligt (talat);
317;une franchise;en uppriktighet;
318;un environnement;"en omgivning; en miljö";çevre, ortam
318;environnemental;miljö-;
